CH1,CH2,CH3,Start,Increment,
3.58e+00,-2.80e+00,4.80e-02,
3.64e+00,-2.74e+00,8.00e-02,
3.58e+00,-2.80e+00,6.40e-02,
3.64e+00,-2.72e+00,4.00e-02,
3.62e+00,-2.72e+00,6.40e-02,
3.64e+00,-2.80e+00,3.20e-02,
3.62e+00,-2.80e+00,3.20e-02,
3.64e+00,-2.72e+00,6.40e-02,
3.62e+00,-2.84e+00,6.40e-02,
3.66e+00,-2.72e+00,3.20e-02,
3.66e+00,-2.72e+00,3.20e-02,
3.62e+00,-2.76e+00,1.60e-02,
3.62e+00,-2.76e+00,2.40e-02,
3.66e+00,-2.70e+00,0.00e+00,
3.62e+00,-2.76e+00,8.00e-03,
3.66e+00,-2.68e+00,3.20e-02,
3.64e+00,-2.68e+00,8.00e-03,
3.66e+00,-2.76e+00,3.20e-02,
3.64e+00,-2.76e+00,3.20e-02,
3.68e+00,-2.68e+00,8.00e-03,
3.64e+00,-2.68e+00,2.40e-02,
3.68e+00,-2.76e+00,0.00e+00,
3.68e+00,-2.68e+00,2.40e-02,
3.64e+00,-2.76e+00,0.00e+00,
3.68e+00,-2.68e+00,8.00e-03,
3.64e+00,-2.74e+00,-8.00e-03,
3.64e+00,-2.76e+00,-8.00e-03,
3.68e+00,-2.66e+00,2.40e-02,
3.68e+00,-2.70e+00,1.60e-02,
3.64e+00,-2.64e+00,-8.00e-03,
3.66e+00,-2.64e+00,-2.40e-02,
3.72e+00,-2.70e+00,0.00e+00,
3.72e+00,-2.70e+00,-1.60e-02,
3.66e+00,-2.62e+00,0.00e+00,
3.72e+00,-2.70e+00,8.00e-03,
3.66e+00,-2.62e+00,-2.40e-02,
3.72e+00,-2.62e+00,0.00e+00,
3.66e+00,-2.70e+00,-2.40e-02,
3.72e+00,-2.68e+00,-1.60e-02,
3.66e+00,-2.62e+00,8.00e-03,
3.72e+00,-2.68e+00,8.00e-03,
3.70e+00,-2.62e+00,-1.60e-02,
3.70e+00,-2.68e+00,8.00e-03,
3.74e+00,-2.60e+00,-1.60e-02,
3.74e+00,-2.64e+00,-1.60e-02,
3.70e+00,-2.58e+00,8.00e-03,
3.74e+00,-2.64e+00,-2.40e-02,
3.70e+00,-2.58e+00,0.00e+00,
3.74e+00,-2.62e+00,-8.00e-03,
3.70e+00,-2.54e+00,-3.20e-02,
3.70e+00,-2.54e+00,-2.40e-02,
3.74e+00,-2.60e+00,-8.00e-03,
3.74e+00,-2.60e+00,-2.40e-02,
3.72e+00,-2.54e+00,-4.80e-02,
3.72e+00,-2.60e+00,-4.80e-02,
3.76e+00,-2.54e+00,-2.40e-02,
3.72e+00,-2.60e+00,-4.00e-02,
3.78e+00,-2.52e+00,-8.00e-03,
3.78e+00,-2.60e+00,0.00e+00,
3.72e+00,-2.52e+00,-2.40e-02,
3.72e+00,-2.52e+00,-4.00e-02,
3.78e+00,-2.60e+00,-8.00e-03,
3.72e+00,-2.56e+00,-1.60e-02,
3.78e+00,-2.50e+00,-5.60e-02,
3.78e+00,-2.54e+00,-1.60e-02,
3.72e+00,-2.46e+00,-4.80e-02,
3.76e+00,-2.50e+00,-4.80e-02,
3.78e+00,-2.44e+00,-3.20e-02,
3.76e+00,-2.50e+00,-3.20e-02,
3.80e+00,-2.42e+00,-5.60e-02,
3.76e+00,-2.42e+00,-5.60e-02,
3.80e+00,-2.48e+00,-2.40e-02,
3.80e+00,-2.48e+00,-2.40e-02,
3.76e+00,-2.42e+00,-5.60e-02,
3.76e+00,-2.48e+00,-8.00e-03,
3.80e+00,-2.40e+00,-4.80e-02,
3.80e+00,-2.48e+00,-4.00e-02,
3.78e+00,-2.40e+00,-5.60e-02,
3.78e+00,-2.40e+00,-5.60e-02,
3.82e+00,-2.44e+00,-3.20e-02,
3.78e+00,-2.44e+00,-5.60e-02,
3.82e+00,-2.38e+00,-3.20e-02,
3.78e+00,-2.48e+00,-4.80e-02,
3.82e+00,-2.34e+00,-1.60e-02,
3.78e+00,-2.40e+00,-4.00e-02,
3.82e+00,-2.32e+00,0.00e+00,
3.82e+00,-2.36e+00,0.00e+00,
3.78e+00,-2.30e+00,-2.40e-02,
3.82e+00,-2.36e+00,0.00e+00,
3.80e+00,-2.28e+00,-4.00e-02,
3.80e+00,-2.34e+00,-3.20e-02,
3.86e+00,-2.26e+00,-4.80e-02,
3.80e+00,-2.34e+00,-6.40e-02,
3.86e+00,-2.26e+00,-3.20e-02,
3.86e+00,-2.26e+00,-4.00e-02,
3.80e+00,-2.30e+00,-6.40e-02,
3.86e+00,-2.30e+00,-5.60e-02,
3.80e+00,-2.24e+00,-3.20e-02,
3.80e+00,-2.30e+00,-4.00e-02,
3.86e+00,-2.24e+00,-7.20e-02,
3.82e+00,-2.30e+00,-6.40e-02,
3.86e+00,-2.22e+00,-4.00e-02,
3.84e+00,-2.20e+00,-4.80e-02,
3.86e+00,-2.30e+00,-7.20e-02,
3.84e+00,-2.30e+00,-6.40e-02,
3.86e+00,-2.14e+00,-3.20e-02,
3.84e+00,-2.20e+00,-4.00e-02,
3.88e+00,-2.12e+00,-7.20e-02,
3.88e+00,-2.12e+00,-6.40e-02,
3.84e+00,-2.18e+00,-4.00e-02,
3.84e+00,-2.12e+00,-3.20e-02,
3.88e+00,-2.16e+00,-6.40e-02,
3.84e+00,-2.16e+00,-5.60e-02,
3.88e+00,-2.08e+00,-3.20e-02,
3.86e+00,-2.16e+00,-3.20e-02,
3.90e+00,-2.08e+00,-6.40e-02,
3.86e+00,-2.08e+00,-6.40e-02,
3.92e+00,-2.16e+00,-4.00e-02,
3.86e+00,-2.14e+00,-5.60e-02,
3.92e+00,-2.06e+00,-3.20e-02,
3.86e+00,-2.12e+00,-2.40e-02,
3.92e+00,-2.04e+00,-5.60e-02,
3.86e+00,-2.10e+00,-4.00e-02,
3.92e+00,-2.00e+00,-6.40e-02,
3.92e+00,-2.08e+00,-6.40e-02,
3.86e+00,-2.00e+00,-3.20e-02,
3.86e+00,-2.08e+00,-4.00e-02,
3.92e+00,-2.00e+00,-5.60e-02,
3.86e+00,-2.04e+00,-4.00e-02,
3.92e+00,-2.10e+00,-7.20e-02,
3.92e+00,-2.10e+00,-4.00e-02,
3.86e+00,-2.06e+00,-7.20e-02,
3.92e+00,-2.06e+00,-7.20e-02,
3.86e+00,-2.12e+00,-4.80e-02,
3.86e+00,-2.06e+00,-6.40e-02,
3.88e+00,-2.14e+00,-3.20e-02,
3.88e+00,-2.14e+00,-4.00e-02,
3.84e+00,-2.08e+00,-6.40e-02,
3.88e+00,-2.14e+00,-3.20e-02,
3.84e+00,-2.08e+00,-5.60e-02,
3.88e+00,-2.08e+00,-5.60e-02,
3.84e+00,-2.16e+00,-3.20e-02,
3.88e+00,-2.16e+00,-3.20e-02,
3.84e+00,-2.08e+00,-7.20e-02,
3.84e+00,-2.16e+00,-7.20e-02,
3.88e+00,-2.12e+00,-4.00e-02,
3.86e+00,-2.12e+00,-6.40e-02,
3.82e+00,-2.16e+00,-4.80e-02,
3.86e+00,-2.12e+00,-6.40e-02,
3.82e+00,-2.16e+00,-4.00e-02,
3.86e+00,-2.12e+00,-3.20e-02,
3.80e+00,-2.18e+00,-6.40e-02,
3.80e+00,-2.12e+00,-7.20e-02,
3.86e+00,-2.20e+00,-4.00e-02,
3.86e+00,-2.14e+00,-4.00e-02,
3.80e+00,-2.20e+00,-6.40e-02,
3.86e+00,-2.14e+00,-6.40e-02,
3.80e+00,-2.30e+00,-2.40e-02,
3.80e+00,-2.30e+00,-5.60e-02,
3.84e+00,-2.20e+00,-1.60e-02,
3.82e+00,-2.24e+00,-2.40e-02,
3.78e+00,-2.28e+00,-4.80e-02,
3.82e+00,-2.22e+00,-4.80e-02,
3.78e+00,-2.30e+00,-8.00e-03,
3.82e+00,-2.30e+00,-2.40e-02,
3.78e+00,-2.24e+00,-5.60e-02,
3.82e+00,-2.26e+00,-6.40e-02,
3.78e+00,-2.30e+00,-3.20e-02,
3.82e+00,-2.30e+00,-4.80e-02,
3.78e+00,-2.26e+00,-2.40e-02,
3.80e+00,-2.26e+00,-2.40e-02,
3.78e+00,-2.34e+00,-4.80e-02,
3.80e+00,-2.26e+00,-5.60e-02,
3.78e+00,-2.34e+00,-3.20e-02,
3.80e+00,-2.34e+00,-3.20e-02,
3.76e+00,-2.26e+00,-7.20e-02,
3.80e+00,-2.28e+00,-7.20e-02,
3.76e+00,-2.34e+00,-4.80e-02,
3.76e+00,-2.28e+00,-8.00e-02,
3.80e+00,-2.34e+00,-4.80e-02,
3.76e+00,-2.28e+00,-4.80e-02,
3.80e+00,-2.36e+00,-7.20e-02,
3.78e+00,-2.36e+00,-7.20e-02,
3.76e+00,-2.32e+00,-4.00e-02,
3.78e+00,-2.32e+00,-5.60e-02,
3.72e+00,-2.40e+00,-3.20e-02,
3.72e+00,-2.34e+00,-6.40e-02,
3.78e+00,-2.50e+00,-3.20e-02,
3.72e+00,-2.44e+00,-4.80e-02,
3.78e+00,-2.38e+00,-2.40e-02,
3.78e+00,-2.44e+00,-4.80e-02,
3.72e+00,-2.40e+00,-2.40e-02,
3.72e+00,-2.40e+00,-2.40e-02,
3.76e+00,-2.44e+00,-5.60e-02,
3.74e+00,-2.40e+00,-3.20e-02,
3.70e+00,-2.48e+00,-5.60e-02,
3.74e+00,-2.40e+00,-5.60e-02,
3.70e+00,-2.48e+00,-1.60e-02,
3.74e+00,-2.48e+00,-4.00e-02,
3.70e+00,-2.40e+00,-8.00e-03,
3.70e+00,-2.48e+00,-1.60e-02,
3.74e+00,-2.42e+00,-5.60e-02,
3.70e+00,-2.44e+00,-3.20e-02,
3.74e+00,-2.48e+00,-5.60e-02,
3.74e+00,-2.42e+00,-5.60e-02,
3.70e+00,-2.50e+00,-2.40e-02,
3.72e+00,-2.44e+00,-3.20e-02,
3.70e+00,-2.50e+00,-5.60e-02,
3.72e+00,-2.50e+00,-2.40e-02,
3.68e+00,-2.44e+00,-4.80e-02,
3.72e+00,-2.50e+00,-4.80e-02,
3.66e+00,-2.46e+00,-1.60e-02,
3.66e+00,-2.46e+00,-1.60e-02,
3.72e+00,-2.54e+00,-4.80e-02,
3.72e+00,-2.48e+00,-4.80e-02,
3.66e+00,-2.56e+00,-3.20e-02,
3.66e+00,-2.52e+00,-4.80e-02,
3.72e+00,-2.56e+00,-2.40e-02,
3.68e+00,-2.52e+00,-3.20e-02,
3.66e+00,-2.58e+00,-1.60e-02,
3.68e+00,-2.52e+00,-1.60e-02,
3.64e+00,-2.60e+00,-4.00e-02,
3.68e+00,-2.60e+00,-1.60e-02,
3.64e+00,-2.52e+00,-4.00e-02,
3.64e+00,-2.54e+00,-4.00e-02,
3.68e+00,-2.60e+00,-8.00e-03,
3.68e+00,-2.60e+00,-1.60e-02,
3.64e+00,-2.54e+00,8.00e-03,
3.64e+00,-2.60e+00,8.00e-03,
3.68e+00,-2.54e+00,-1.60e-02,
3.66e+00,-2.54e+00,0.00e+00,
3.64e+00,-2.60e+00,-1.60e-02,
3.66e+00,-2.54e+00,-8.00e-03,
3.62e+00,-2.62e+00,-3.20e-02,
3.62e+00,-2.58e+00,-1.60e-02,
3.66e+00,-2.62e+00,-4.80e-02,
3.62e+00,-2.58e+00,-4.80e-02,
3.66e+00,-2.64e+00,-2.40e-02,
3.66e+00,-2.60e+00,-3.20e-02,
3.62e+00,-2.68e+00,-8.00e-03,
3.62e+00,-2.60e+00,-1.60e-02,
3.66e+00,-2.68e+00,8.00e-03,
3.64e+00,-2.68e+00,-1.60e-02,
3.58e+00,-2.62e+00,8.00e-03,
3.58e+00,-2.68e+00,8.00e-03,
3.64e+00,-2.62e+00,-2.40e-02,
3.58e+00,-2.68e+00,-2.40e-02,
3.64e+00,-2.62e+00,0.00e+00,
3.64e+00,-2.62e+00,-2.40e-02,
3.58e+00,-2.70e+00,0.00e+00,
3.64e+00,-2.70e+00,0.00e+00,
3.58e+00,-2.62e+00,-2.40e-02,
3.58e+00,-2.64e+00,-1.60e-02,
3.64e+00,-2.70e+00,0.00e+00,
3.60e+00,-2.70e+00,-8.00e-03,
3.58e+00,-2.64e+00,1.60e-02,
3.60e+00,-2.64e+00,-1.60e-02,
3.56e+00,-2.70e+00,8.00e-03,
3.56e+00,-2.70e+00,-8.00e-03,
3.60e+00,-2.64e+00,1.60e-02,
3.56e+00,-2.66e+00,-8.00e-03,
3.60e+00,-2.76e+00,1.60e-02,
3.60e+00,-2.68e+00,-8.00e-03,
3.56e+00,-2.74e+00,3.20e-02,
3.56e+00,-2.74e+00,3.20e-02,
3.58e+00,-2.68e+00,0.00e+00,
3.58e+00,-2.68e+00,0.00e+00,
3.52e+00,-2.74e+00,2.40e-02,
3.58e+00,-2.68e+00,3.20e-02,
3.52e+00,-2.74e+00,0.00e+00,
3.58e+00,-2.68e+00,0.00e+00,
3.52e+00,-2.76e+00,2.40e-02,
3.58e+00,-2.76e+00,8.00e-03,
3.52e+00,-2.68e+00,4.00e-02,
3.58e+00,-2.76e+00,2.40e-02,
3.52e+00,-2.68e+00,8.00e-03,
3.56e+00,-2.72e+00,2.40e-02,
3.52e+00,-2.76e+00,0.00e+00,
3.54e+00,-2.72e+00,0.00e+00,
3.50e+00,-2.76e+00,3.20e-02,
3.50e+00,-2.72e+00,8.00e-03,
3.54e+00,-2.76e+00,4.00e-02,
3.54e+00,-2.76e+00,5.60e-02,
3.50e+00,-2.72e+00,1.60e-02,
3.54e+00,-2.72e+00,2.40e-02,
3.50e+00,-2.84e+00,5.60e-02,
3.50e+00,-2.72e+00,3.20e-02,
3.52e+00,-2.80e+00,5.60e-02,
3.50e+00,-2.80e+00,3.20e-02,
3.52e+00,-2.74e+00,5.60e-02,
3.52e+00,-2.74e+00,4.00e-02,
3.48e+00,-2.80e+00,2.40e-02,
3.48e+00,-2.80e+00,3.20e-02,
3.52e+00,-2.74e+00,5.60e-02,
3.52e+00,-2.74e+00,3.20e-02,
3.48e+00,-2.80e+00,7.20e-02,
3.52e+00,-2.74e+00,6.40e-02,
3.46e+00,-2.80e+00,4.80e-02,
3.52e+00,-2.80e+00,4.00e-02,
3.48e+00,-2.74e+00,6.40e-02,
3.48e+00,-2.74e+00,7.20e-02,
3.46e+00,-2.80e+00,4.00e-02,
3.48e+00,-2.74e+00,6.40e-02,
3.44e+00,-2.80e+00,4.00e-02,
3.48e+00,-2.74e+00,4.80e-02,
3.44e+00,-2.80e+00,7.20e-02,
3.44e+00,-2.80e+00,6.40e-02,
3.48e+00,-2.72e+00,2.00e-01,
3.48e+00,-2.76e+00,2.24e-01,
3.44e+00,-2.70e+00,1.28e-01,
3.46e+00,-2.72e+00,1.36e-01,
3.42e+00,-2.78e+00,-8.00e-02,
3.46e+00,-2.72e+00,-8.00e-02,
3.42e+00,-2.80e+00,-2.08e-01,
3.46e+00,-2.80e+00,-1.92e-01,
3.42e+00,-2.72e+00,-9.60e-02,
3.46e+00,-2.74e+00,-8.80e-02,
3.42e+00,-2.82e+00,0.00e+00,
3.42e+00,-2.74e+00,-8.00e-03,
3.46e+00,-2.82e+00,4.00e-02,
3.44e+00,-2.74e+00,4.00e-02,
3.42e+00,-2.82e+00,8.80e-02,
3.44e+00,-2.74e+00,8.80e-02,
3.42e+00,-2.80e+00,6.40e-02,
3.44e+00,-2.82e+00,8.80e-02,
3.38e+00,-2.74e+00,6.40e-02,
3.44e+00,-2.74e+00,8.00e-02,
3.38e+00,-2.80e+00,1.04e-01,
3.44e+00,-2.74e+00,1.12e-01,
3.38e+00,-2.82e+00,8.80e-02,
3.44e+00,-2.74e+00,9.60e-02,
3.38e+00,-2.80e+00,1.28e-01,
3.38e+00,-2.74e+00,1.12e-01,
3.40e+00,-2.80e+00,1.36e-01,
3.40e+00,-2.74e+00,1.12e-01,
3.36e+00,-2.80e+00,1.52e-01,
3.40e+00,-2.80e+00,1.52e-01,
3.36e+00,-2.74e+00,1.20e-01,
3.40e+00,-2.80e+00,1.44e-01,
3.36e+00,-2.74e+00,1.20e-01,
3.40e+00,-2.80e+00,1.36e-01,
3.36e+00,-2.72e+00,1.20e-01,
3.36e+00,-2.80e+00,1.36e-01,
3.38e+00,-2.72e+00,8.80e-02,
3.36e+00,-2.80e+00,1.04e-01,
3.38e+00,-2.72e+00,1.44e-01,
3.38e+00,-2.72e+00,1.52e-01,
3.32e+00,-2.80e+00,1.28e-01,
3.38e+00,-2.72e+00,1.20e-01,
3.32e+00,-2.80e+00,1.52e-01,
3.32e+00,-2.76e+00,1.36e-01,
3.38e+00,-2.72e+00,1.60e-01,
3.38e+00,-2.72e+00,1.28e-01,
3.32e+00,-2.76e+00,1.60e-01,
3.34e+00,-2.76e+00,1.36e-01,
3.32e+00,-2.72e+00,1.68e-01,
3.34e+00,-2.72e+00,1.44e-01,
3.30e+00,-2.76e+00,1.68e-01,
3.30e+00,-2.76e+00,1.52e-01,
3.34e+00,-2.72e+00,1.68e-01,
3.34e+00,-2.76e+00,1.44e-01,
3.30e+00,-2.68e+00,1.84e-01,
3.34e+00,-2.68e+00,1.68e-01,
3.30e+00,-2.74e+00,2.00e-01,
3.34e+00,-2.74e+00,2.00e-01,
3.30e+00,-2.68e+00,1.76e-01,
3.32e+00,-2.74e+00,2.00e-01,
3.28e+00,-2.68e+00,1.76e-01,
3.32e+00,-2.74e+00,1.92e-01,
3.28e+00,-2.68e+00,1.60e-01,
3.28e+00,-2.74e+00,2.00e-01,
3.32e+00,-2.66e+00,1.60e-01,
3.32e+00,-2.70e+00,1.84e-01,
3.28e+00,-2.66e+00,2.08e-01,
3.32e+00,-2.66e+00,2.08e-01,
3.28e+00,-2.70e+00,1.84e-01,
3.28e+00,-2.70e+00,1.92e-01,
3.30e+00,-2.66e+00,2.16e-01,
3.28e+00,-2.66e+00,2.00e-01,
3.30e+00,-2.70e+00,2.32e-01,
3.30e+00,-2.70e+00,2.32e-01,
3.24e+00,-2.66e+00,2.08e-01,
3.24e+00,-2.70e+00,2.08e-01,
3.30e+00,-2.64e+00,2.32e-01,
3.24e+00,-2.70e+00,2.40e-01,
3.30e+00,-2.62e+00,2.16e-01,
3.24e+00,-2.68e+00,2.08e-01,
3.30e+00,-2.62e+00,2.32e-01,
3.24e+00,-2.68e+00,2.24e-01,
3.30e+00,-2.60e+00,2.08e-01,
3.26e+00,-2.60e+00,2.00e-01,
3.22e+00,-2.68e+00,2.32e-01,
3.26e+00,-2.64e+00,2.16e-01,
3.22e+00,-2.60e+00,2.48e-01,
3.22e+00,-2.64e+00,2.64e-01,
3.26e+00,-2.58e+00,2.24e-01,
3.26e+00,-2.58e+00,2.40e-01,
3.22e+00,-2.64e+00,2.64e-01,
3.24e+00,-2.58e+00,2.40e-01,
3.22e+00,-2.62e+00,2.72e-01,
